Job Title,Location,Salary,Monthly Salary,Locality,City,State,JobText
Team Member,"Kazhakuttam, Kerala","₹10,000 - ₹18,000 a month",14000.0,,Kazhakuttam,Kerala,Team Member
Business Development Associate,"Goregaon, Mumbai, Maharashtra","₹25,000 - ₹30,000 a month",27500.0,Goregaon,Mumbai,Maharashtra,Business Development Associate
Accountant Trainee,"Kochi, Kerala","₹15,000 - ₹30,000 a month",22500.0,,Kochi,Kerala,Accountant Trainee
Brand Face,"Gurugram, Haryana","₹10,000 - ₹30,000 a month",20000.0,,Gurugram,Haryana,Brand Face
Content Writing Intern,"Ernakulam District, Kerala",Not specified,,,Ernakulam District,Kerala,Content Writing Intern
Passenger Services Supervisor,"Bhubaneswar, Orissa","₹19,367.31 - ₹32,480.22 a month",25923.765,,Bhubaneswar,Orissa,Passenger Services Supervisor
Fresher 2023 | Business Analyst,"Chennai, Tamil Nadu",Not specified,,,Chennai,Tamil Nadu,Fresher 2023 | Business Analyst
Video Editor,Remote,"₹8,000 - ₹12,000 a month",10000.0,Remote,Remote,Remote,Video Editor
Physiotherapist,"Mumbai, Maharashtra","₹12,604.66 - ₹40,233.68 a month",26419.17,,Mumbai,Maharashtra,Physiotherapist
Online Mathematics Teacher,"Bengaluru, Karnataka",₹200 - ₹500 an hour,,,Bengaluru,Karnataka,Online Mathematics Teacher
Freelance Content Writer,Remote,"From ₹9,000 a month",,Remote,Remote,Remote,Freelance Content Writer
Trainee Auditor,"Mangalore, Karnataka","₹16,500 - ₹20,000 a month",18250.0,,Mangalore,Karnataka,Trainee Auditor
International Non Voice Process,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,International Non Voice Process
PROBATIONARY OFFICER,"Coimbatore, Tamil Nadu","From ₹18,000 a month",,,Coimbatore,Tamil Nadu,PROBATIONARY OFFICER
bell Boy/Girl,"Kodaikanal, Tamil Nadu","From ₹13,000 a month",,,Kodaikanal,Tamil Nadu,bell Boy/Girl
Game Designer - Intern,"Pune, Maharashtra",Not specified,,,Pune,Maharashtra,Game Designer - Intern
Business Analyst with an Experienced and Freshers also,Puducherry,Not specified,,Puducherry,Puducherry,Puducherry,Business Analyst with an Experienced and Freshers also
Exam Invigilator,"Tirupati, Andhra Pradesh","₹10,000 - ₹18,000 a month",14000.0,,Tirupati,Andhra Pradesh,Exam Invigilator
HR Recruiter,Remote,"₹12,000 - ₹15,000 a month",13500.0,Remote,Remote,Remote,HR Recruiter
Digital Marketing Executives (Freshers),"Calicut, Kerala",Not specified,,,Calicut,Kerala,Digital Marketing Executives (Freshers)
Warehouse Executive,"Manali, Chennai, Tamil Nadu","₹12,000 - ₹20,000 a month",16000.0,Manali,Chennai,Tamil Nadu,Warehouse Executive
Billing Executive,"Nilambur, Kerala","₹9,000 - ₹14,000 a month",11500.0,,Nilambur,Kerala,Billing Executive
Private Tutor,"Bengaluru, Karnataka","₹15,000 - ₹45,000 a month",30000.0,,Bengaluru,Karnataka,Private Tutor
Customer Care Executive - Hindi Must,"Chennai, Tamil Nadu","From ₹15,000 a month",,,Chennai,Tamil Nadu,Customer Care Executive - Hindi Must
EDUCATION COUNSELLOR,"Thrissur, Kerala","₹15,000 - ₹25,000 a month",20000.0,,Thrissur,Kerala,EDUCATION COUNSELLOR
Fashion Designer,"Kolkata, West Bengal",Not specified,,,Kolkata,West Bengal,Fashion Designer
Computer operator,"Barmer, Rajasthan",Not specified,,,Barmer,Rajasthan,Computer operator
Trainee,Remote,"₹10,000 - ₹12,000 a month",11000.0,Remote,Remote,Remote,Trainee
Warehouse Associate,"Kochi, Kerala","₹14,000 - ₹14,787 a month",14393.5,,Kochi,Kerala,Warehouse Associate
Accademic Counsellor,"Thrissur, Kerala","₹12,000 - ₹20,000 a month",16000.0,,Thrissur,Kerala,Accademic Counsellor
Medical Coder Trainee,"Thiruvananthapuram, Kerala","₹15,000 - ₹25,000 a month",20000.0,,Thiruvananthapuram,Kerala,Medical Coder Trainee
Fresh Graduate,"Talegaon Dabhade, Pune, Maharashtra","₹17,500 - ₹21,000 a month",19250.0,Talegaon Dabhade,Pune,Maharashtra,Fresh Graduate
Management Trainee,"Janakpuri, Delhi, Delhi","₹18,000 - ₹25,000 a month",21500.0,Janakpuri,Delhi,Delhi,Management Trainee
Front Office,"Kochi, Kerala","₹20,000 - ₹25,000 a month",22500.0,,Kochi,Kerala,Front Office
Customer Service Executive,"Dharmsala, Himachal Pradesh","₹10,000 - ₹12,000 a month",11000.0,,Dharmsala,Himachal Pradesh,Customer Service Executive
Delivery Drivers / Delivery Executives / Delivery Boys / Freshers,"Ahmedabad, Gujarat","Up to ₹30,000 a month",,,Ahmedabad,Gujarat,Delivery Drivers / Delivery Executives / Delivery Boys / Freshers
Pizza hut- Team Member,"Aluva, Kerala","Up to ₹10,500 a month",,,Aluva,Kerala,Pizza hut- Team Member
Trainee Associate,"Karimnagar, Telangana","₹12,000 - ₹17,000 a month",14500.0,,Karimnagar,Telangana,Trainee Associate
Data Entry Executive (delhi only),"Delhi, Delhi","Up to ₹12,500 a month",,,Delhi,Delhi,Data Entry Executive (delhi only)
Trainee Architect,"Delhi, Delhi","₹15,039.68 - ₹67,972.53 a month",41506.105,,Delhi,Delhi,Trainee Architect
Delivery Partner/Delivery Executive,"Goa, Goa","₹25,000 - ₹40,000 a month",32500.0,,Goa,Goa,Delivery Partner/Delivery Executive
Research Trainee,"Mumbai, Maharashtra","₹20,000 - ₹25,000 a month",22500.0,,Mumbai,Maharashtra,Research Trainee
"Graphic Designer (Vesu, Surat)","Athwa, Surat, Gujarat","₹1,75,000 - ₹2,50,000 a year",212500.0,Athwa,Surat,Gujarat,"Graphic Designer (Vesu, Surat)"
Fresher required (operations),"Noida, Uttar Pradesh","₹15,000 - ₹20,000 a month",17500.0,,Noida,Uttar Pradesh,Fresher required (operations)
"High School Teacher, IT","Himayatnagar, Hyderabad, Telangana","From ₹15,000 a month",,Himayatnagar,Hyderabad,Telangana,"High School Teacher, IT"
Trainee Digital Marketer,Kerala,"₹5,000 - ₹7,000 a month",6000.0,Kerala,Kerala,Kerala,Trainee Digital Marketer
Video Editor,"Kochi, Kerala","₹15,000 - ₹20,000 a month",17500.0,,Kochi,Kerala,Video Editor
Wardens,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,Wardens
Sand plant operator(Fresher also can apply)Location- Howrah,"Howrah, West Bengal","₹15,000 - ₹17,000 a month",16000.0,,Howrah,West Bengal,Sand plant operator(Fresher also can apply)Location- Howrah
Recruiter (0-2 YEARS),Remote,Not specified,,Remote,Remote,Remote,Recruiter (0-2 YEARS)
DSMH-HIRING-,India,"₹2,56,870 - ₹2,56,874 a year",256872.0,India,India,India,DSMH-HIRING-
Option Trader,"Mumbai, Maharashtra",Not specified,,,Mumbai,Maharashtra,Option Trader
Trainee IPQA,"Baddi, Himachal Pradesh","₹1,00,000 - ₹2,00,000 a year",150000.0,,Baddi,Himachal Pradesh,Trainee IPQA
Trainee Auditor,"Mangalore, Karnataka","₹16,500 - ₹20,000 a month",18250.0,,Mangalore,Karnataka,Trainee Auditor
QC (Apparel/Garment),"Tiruppur, Tamil Nadu","₹12,000 - ₹18,000 a month",15000.0,,Tiruppur,Tamil Nadu,QC (Apparel/Garment)
Cashier,"Kazhakoottam, Thiruvananthapuram, Kerala","₹9,000 - ₹15,000 a month",12000.0,Kazhakoottam,Thiruvananthapuram,Kerala,Cashier
Business Development Associate,"Pune, Maharashtra","₹20,585.48 - ₹39,150.69 a month",29868.085,,Pune,Maharashtra,Business Development Associate
Business Associate,"Sahibganj, Jharkhand","From ₹22,000 a month",,,Sahibganj,Jharkhand,Business Associate
HR Intern,Remote,"₹3,000 - ₹6,000 a month",4500.0,Remote,Remote,Remote,HR Intern
MEDICAL REPRESENTATIVE,"Kochi, Kerala","From ₹20,00,000 a year",,,Kochi,Kerala,MEDICAL REPRESENTATIVE
Content Strategist & Writer,Remote,₹60 an hour,,Remote,Remote,Remote,Content Strategist & Writer
Fresher-Bcom,"Delhi, Delhi","₹15,000 - ₹20,000 a month",17500.0,,Delhi,Delhi,Fresher-Bcom
Manager - Activation,"Tezpur, Assam",Not specified,,,Tezpur,Assam,Manager - Activation
Business Analyst Fresher,"Goregaon, Mumbai, Maharashtra","₹1,80,000 a year",180000.0,Goregaon,Mumbai,Maharashtra,Business Analyst Fresher
Non Voice Chat Process,"Badli, Delhi, Delhi","₹14,500 - ₹19,500 a month",17000.0,Badli,Delhi,Delhi,Non Voice Chat Process
General engineer trainee,"Erode, Tamil Nadu","₹15,000 - ₹22,000 a month",18500.0,,Erode,Tamil Nadu,General engineer trainee
Physiotherapy Germany,"Greater Noida, Uttar Pradesh","₹2,00,000 - ₹2,50,000 a month",225000.0,,Greater Noida,Uttar Pradesh,Physiotherapy Germany
Fresher Front End Developer,"Indore, Madhya Pradesh",Not specified,,,Indore,Madhya Pradesh,Fresher Front End Developer
Facilitator,"Ashoknagar, Madhya Pradesh","From ₹12,000 a month",,,Ashoknagar,Madhya Pradesh,Facilitator
FRESHERS – TELECALLERS,"Hyderabad, Telangana",Not specified,,,Hyderabad,Telangana,FRESHERS – TELECALLERS
Office Assistant,"Habra, West Bengal","₹7,000 - ₹8,000 a month",7500.0,,Habra,West Bengal,Office Assistant
PSM,"Jaipur, Rajasthan",Not specified,,,Jaipur,Rajasthan,PSM
Management Trainee,"Delhi, Delhi","₹23,082 - ₹60,000 a month",41541.0,,Delhi,Delhi,Management Trainee
Trainee Store,"Vypin, Kerala","From ₹10,000 a month",,,Vypin,Kerala,Trainee Store
QC- Jr. Officer,"Pune, Maharashtra",Not specified,,,Pune,Maharashtra,QC- Jr. Officer
Website Designer & Developer,"Namakkal, Tamil Nadu","₹1,20,000 - ₹6,00,000 a year",360000.0,,Namakkal,Tamil Nadu,Website Designer & Developer
Store In-charge,"Runkata, Agra, Uttar Pradesh","From ₹13,000 a month",,Runkata,Agra,Uttar Pradesh,Store In-charge
fresher's PUC and Graduates,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,fresher's PUC and Graduates
PHP Trainee/ Fresher,"Jaipur, Rajasthan",Not specified,,,Jaipur,Rajasthan,PHP Trainee/ Fresher
SEO Fresher/Trainee,"Faridabad, Haryana",Not specified,,,Faridabad,Haryana,SEO Fresher/Trainee
Operations executive,"Domlur, Bengaluru, Karnataka","₹22,000 - ₹26,000 a month",24000.0,Domlur,Bengaluru,Karnataka,Operations executive
Intern - Software Development [Fresher],"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,Intern - Software Development [Fresher]
Trainee Web Developer,"Coimbatore, Tamil Nadu",Not specified,,,Coimbatore,Tamil Nadu,Trainee Web Developer
Business Development,"Thane, Maharashtra","₹11,957.98 - ₹52,489.13 a month",32223.555,,Thane,Maharashtra,Business Development
Trainee - Quality,"Delhi, Delhi","₹17,000 - ₹35,000 a month",26000.0,,Delhi,Delhi,Trainee - Quality
Modelling,"Mumbai, Maharashtra","₹30,000 - ₹45,000 a month",37500.0,,Mumbai,Maharashtra,Modelling
HR Intern,Remote,"₹6,086 - ₹20,000 a month",13043.0,Remote,Remote,Remote,HR Intern
Computer Hardware & Networking Engineer,"Kochi, Kerala","₹5,000 - ₹6,500 a month",5750.0,,Kochi,Kerala,Computer Hardware & Networking Engineer
Technical Marketing,"Bengaluru, Karnataka","₹4,50,000 a year",450000.0,,Bengaluru,Karnataka,Technical Marketing
Industrial Trainee - Coffee,"Kushalnagar, Karnataka",Not specified,,,Kushalnagar,Karnataka,Industrial Trainee - Coffee
"Data Entry (Fresher), Tiruppur","Tiruppur, Tamil Nadu","₹11,000 - ₹13,000 a month",12000.0,,Tiruppur,Tamil Nadu,"Data Entry (Fresher), Tiruppur"
Staff Trainee,"Amroha, Uttar Pradesh","₹1,25,000 - ₹2,00,000 a year",162500.0,,Amroha,Uttar Pradesh,Staff Trainee
Video Editor in Coimbatore,"Coimbatore, Tamil Nadu","₹8,000 - ₹20,000 a month",14000.0,,Coimbatore,Tamil Nadu,Video Editor in Coimbatore
Unit Coordinator,"Yadgir, Karnataka","Up to ₹20,000 a month",,,Yadgir,Karnataka,Unit Coordinator
Web Developer Trainees (Freshers),"Calicut, Kerala",Not specified,,,Calicut,Kerala,Web Developer Trainees (Freshers)
Office Assistant,"Kochi, Kerala","₹8,086 - ₹12,000 a month",10043.0,,Kochi,Kerala,Office Assistant
Software Trainee,"Thiruvananthapuram, Kerala",Not specified,,,Thiruvananthapuram,Kerala,Software Trainee
Trainee Executive,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,Trainee Executive
Business Development Associate,"Coimbatore, Tamil Nadu","₹15,000 - ₹40,000 a month",27500.0,,Coimbatore,Tamil Nadu,Business Development Associate
Looking for Course Counsellors/Tele callers on Commission Basis,"Kayankulam, Kerala","₹20,000 - ₹80,000 a month",50000.0,,Kayankulam,Kerala,Looking for Course Counsellors/Tele callers on Commission Basis
Software Trainee,"Thiruvananthapuram District, Kerala","₹5,000 - ₹8,000 a month",6500.0,,Thiruvananthapuram District,Kerala,Software Trainee
Trainee,"Perungudi, Chennai, Tamil Nadu","₹15,000 - ₹18,000 a month",16500.0,Perungudi,Chennai,Tamil Nadu,Trainee
Opening for Delivery Partner,"Kottayam, Kerala","From ₹20,086 a month",,,Kottayam,Kerala,Opening for Delivery Partner
Trainee,"Coimbatore, Tamil Nadu",Not specified,,,Coimbatore,Tamil Nadu,Trainee
Service Engineer(Trainee),"Gurugram, Haryana",Not specified,,,Gurugram,Haryana,Service Engineer(Trainee)
Business Development Associate,Remote,"₹10,813.14 - ₹39,892.82 a month",25352.98,Remote,Remote,Remote,Business Development Associate
Accounting Faculty,"Tiruvalla, Kerala","₹10,000 - ₹13,000 a month",11500.0,,Tiruvalla,Kerala,Accounting Faculty
Production Co-ordinator,"Mumbai, Maharashtra","₹8,000 - ₹25,000 a month",16500.0,,Mumbai,Maharashtra,Production Co-ordinator
Female Allocation Executive,"Kochi, Kerala","₹20,000 - ₹23,000 a month",21500.0,,Kochi,Kerala,Female Allocation Executive
Delivery Executive/Delivery Partner,"Gurugram, Haryana","₹18,000 - ₹35,000 a month",26500.0,,Gurugram,Haryana,Delivery Executive/Delivery Partner
Electrical Assembler,"Coimbatore, Tamil Nadu","₹20,000 a month",20000.0,,Coimbatore,Tamil Nadu,Electrical Assembler
Architect,"Ahmedabad, Gujarat","₹18,000 - ₹35,000 a month",26500.0,,Ahmedabad,Gujarat,Architect
Sales Officer (SO),"Alleppey, Kerala","₹18,000 - ₹22,000 a month",20000.0,,Alleppey,Kerala,Sales Officer (SO)
Project Assistant,"Attur, Tamil Nadu","₹12,937.04 - ₹15,000.00 a month",13968.52,,Attur,Tamil Nadu,Project Assistant
Content Writer-Remote,"Calicut, Kerala","₹2,00,000 - ₹3,00,000 a year",250000.0,,Calicut,Kerala,Content Writer-Remote
Customer Relationship Executive - B2B,"Thiruvananthapuram, Kerala","₹14,000 - ₹20,000 a month",17000.0,,Thiruvananthapuram,Kerala,Customer Relationship Executive - B2B
Office Assistant,"Kochi, Kerala","₹8,086.00 - ₹22,552.53 a month",15319.265,,Kochi,Kerala,Office Assistant
Air Conditioning Technician,"Ambawadi, Ahmedabad, Gujarat","Up to ₹50,000 a month",,Ambawadi,Ahmedabad,Gujarat,Air Conditioning Technician
FRESHER graduate (Any Field),"Jagnath Plot, Rajkot, Gujarat","₹1,20,000 - ₹3,50,000 a year",235000.0,Jagnath Plot,Rajkot,Gujarat,FRESHER graduate (Any Field)
Purchase Assistant,"Tiruppur, Tamil Nadu","₹13,000 a month",13000.0,,Tiruppur,Tamil Nadu,Purchase Assistant
Badminton Coach,"Bengaluru, Karnataka","From ₹20,000 a month",,,Bengaluru,Karnataka,Badminton Coach
Badminton Coach,"Bengaluru, Karnataka","From ₹20,000 a month",,,Bengaluru,Karnataka,Badminton Coach
AutoCAD Draftsman,"Gundavali, Mumbai, Maharashtra","₹10,000 - ₹20,000 a month",15000.0,Gundavali,Mumbai,Maharashtra,AutoCAD Draftsman
"Staff Nurse,ANM, GNM,","Chennai, Tamil Nadu","₹10,000 - ₹15,000 a month",12500.0,,Chennai,Tamil Nadu,"Staff Nurse,ANM, GNM,"
WANTED B.E CIVIL CANDIDATES WITH CAD KNOWLEDGE,"Simmakkal, Madurai, Tamil Nadu","₹12,000 - ₹22,000 a month",17000.0,Simmakkal,Madurai,Tamil Nadu,WANTED B.E CIVIL CANDIDATES WITH CAD KNOWLEDGE
Digital Marketing Specialist,"Chandigarh, Chandigarh","₹1,80,000 - ₹3,00,000 a year",240000.0,,Chandigarh,Chandigarh,Digital Marketing Specialist
Spot Offer for Customer Support Executive,"Teynampet, Chennai, Tamil Nadu","₹11,000 - ₹17,000 a month",14000.0,Teynampet,Chennai,Tamil Nadu,Spot Offer for Customer Support Executive
Associate Sales Manager,"Vashi, Navi Mumbai, Maharashtra","From ₹20,000 a month",,Vashi,Navi Mumbai,Maharashtra,Associate Sales Manager
Assembly Line Operator,"Chennai, Tamil Nadu","₹13,000 - ₹15,000 a month",14000.0,,Chennai,Tamil Nadu,Assembly Line Operator
Field Marketing Executive,"Egmore, Chennai, Tamil Nadu","₹9,838.25 - ₹27,777.89 a month",18808.07,Egmore,Chennai,Tamil Nadu,Field Marketing Executive
Receptionist (Female),"Navlakha, Indore, Madhya Pradesh","₹10,000 - ₹12,000 a month",11000.0,Navlakha,Indore,Madhya Pradesh,Receptionist (Female)
Doctor,"Bellary, Karnataka","₹20,000 - ₹25,000 a month",22500.0,,Bellary,Karnataka,Doctor
Delivery Drivers / Delivery Executives / Delivery Boys / Freshers,"Chandigarh, Chandigarh","Up to ₹30,000 a month",,,Chandigarh,Chandigarh,Delivery Drivers / Delivery Executives / Delivery Boys / Freshers
Staff Nurse- Female,"Chennai, Tamil Nadu","₹15,000 - ₹20,000 a month",17500.0,,Chennai,Tamil Nadu,Staff Nurse- Female
Business Development Executive (BDE),"Kochi, Kerala","₹13,000 - ₹15,000 a month",14000.0,,Kochi,Kerala,Business Development Executive (BDE)
Customer Service Representative,"Indore, Madhya Pradesh","₹10,000 - ₹15,000 a month",12500.0,,Indore,Madhya Pradesh,Customer Service Representative
Staff Nurse,"Kottayam, Kerala","From ₹20,000 a month",,,Kottayam,Kerala,Staff Nurse
Female Customer Care Executive (Surat),"Surat, Gujarat","₹10,000 - ₹16,000 a month",13000.0,,Surat,Gujarat,Female Customer Care Executive (Surat)
Sales Representative,"Uppal Kalan, Hyderabad, Telangana","₹10,000 - ₹15,000 a month",12500.0,Uppal Kalan,Hyderabad,Telangana,Sales Representative
Travel Consultant (FEMALE ONLY),"Jetalpur, Vadodara, Gujarat","₹15,000 - ₹25,000 a month",20000.0,Jetalpur,Vadodara,Gujarat,Travel Consultant (FEMALE ONLY)
Digital Marketing Executive,"Zirakpur, Punjab","₹6,000 - ₹8,000 a month",7000.0,,Zirakpur,Punjab,Digital Marketing Executive
Lead Generation Specialist,"Bengaluru, Karnataka","₹2,40,000 - ₹3,20,000 a year",280000.0,,Bengaluru,Karnataka,Lead Generation Specialist
Assembly Technician cum Winding Technician,"Karur, Tamil Nadu","₹12,000 - ₹15,000 a month",13500.0,,Karur,Tamil Nadu,Assembly Technician cum Winding Technician
Business Development Associate,"Chinchwad, Pune, Maharashtra","From ₹15,000 a month",,Chinchwad,Pune,Maharashtra,Business Development Associate
డెలివరీ ఎగ్జిక్యూటివ్ / డెలివరీ భాగస్వామి,"Hyderabad, Telangana","₹18,000 - ₹35,000 a month",26500.0,,Hyderabad,Telangana,డెలివరీ ఎగ్జిక్యూటివ్ / డెలివరీ భాగస్వామి
Urgent Requirements of CHEMISTRY Teacher for NEET & JEE Main level,"Pune, Maharashtra","₹3,60,000 - ₹6,00,000 a year",480000.0,,Pune,Maharashtra,Urgent Requirements of CHEMISTRY Teacher for NEET & JEE Main level
Digital Marketing Specialist,"Gurugram, Haryana","₹20,000 - ₹30,000 a month",25000.0,,Gurugram,Haryana,Digital Marketing Specialist
Field Executive,"Ahmedabad, Gujarat","₹10,000 - ₹12,000 a month",11000.0,,Ahmedabad,Gujarat,Field Executive
Telecaller Executive,"Gurugram, Haryana","₹8,000 - ₹15,000 a month",11500.0,,Gurugram,Haryana,Telecaller Executive
Bussiness Development Executive,"Ashok Nagar, Ranchi, Jharkhand","₹8,000 - ₹15,000 a month",11500.0,Ashok Nagar,Ranchi,Jharkhand,Bussiness Development Executive
Inbound Banking Hindi Voice Process,"Teynampet, Chennai, Tamil Nadu","₹14,000 - ₹16,000 a month",15000.0,Teynampet,Chennai,Tamil Nadu,Inbound Banking Hindi Voice Process
Consultant Doctor,"Salem, Tamil Nadu","₹20,000 - ₹25,000 a month",22500.0,,Salem,Tamil Nadu,Consultant Doctor
Architectural Draftsperson,"Nikol, Ahmedabad, Gujarat","₹8,000 - ₹25,000 a month",16500.0,Nikol,Ahmedabad,Gujarat,Architectural Draftsperson
Sales and Customer Service Executive,"Nungambakkam High Road, Chennai, Tamil Nadu","₹18,000 - ₹22,000 a month",20000.0,Nungambakkam High Road,Chennai,Tamil Nadu,Sales and Customer Service Executive
Fashion Designer(Female) as a FASHION CONSULTANT for a Retail Store,"R.S.Puram West, Tamil Nadu","From ₹12,000 a month",,,R.S.Puram West,Tamil Nadu,Fashion Designer(Female) as a FASHION CONSULTANT for a Retail Store
Aesthetic Surgeon,"T Nagar, Chennai, Tamil Nadu","₹45,000 - ₹50,000 a month",47500.0,T Nagar,Chennai,Tamil Nadu,Aesthetic Surgeon
Robotics / STEM Trainer,"Jaipur, Rajasthan","₹1,80,000 - ₹4,80,000 a year",330000.0,,Jaipur,Rajasthan,Robotics / STEM Trainer
Diploma Mechanical Engineer - Design Engineer Trainee,"Coimbatore, Tamil Nadu","₹13,000 - ₹15,000 a month",14000.0,,Coimbatore,Tamil Nadu,Diploma Mechanical Engineer - Design Engineer Trainee
Business Development Executive (BDE),"Bopal, Ahmedabad, Gujarat","₹15,000 - ₹35,000 a month",25000.0,Bopal,Ahmedabad,Gujarat,Business Development Executive (BDE)
Admission Counselor/ Telecaler Executive,"Chandigarh, Chandigarh","From ₹15,000 a month",,,Chandigarh,Chandigarh,Admission Counselor/ Telecaler Executive
Sales Staff,"Chennai, Tamil Nadu","₹15,000 - ₹16,000 a month",15500.0,,Chennai,Tamil Nadu,Sales Staff
STUDY ABROAD Admission Process Associate,"Kochi, Kerala","₹8,000 - ₹15,000 a month",11500.0,,Kochi,Kerala,STUDY ABROAD Admission Process Associate
Production Supervisor,"Rajkot, Gujarat","From ₹10,000 a month",,,Rajkot,Gujarat,Production Supervisor
Delivery Partner/Delivery Executive,"Bhubaneswar, Orissa","₹25,000 - ₹40,000 a month",32500.0,,Bhubaneswar,Orissa,Delivery Partner/Delivery Executive
Software Sales Executive,"Calicut, Kerala","₹8,587.91 - ₹33,638.68 a month",21113.295,,Calicut,Kerala,Software Sales Executive
Tele Caller Executive,"New Alipur, Kolkata, West Bengal","₹8,000 - ₹12,500 a month",10250.0,New Alipur,Kolkata,West Bengal,Tele Caller Executive
Need STUDY/TOURIST visa Councellor,"Ghumar Mandi, Ludhiana, Punjab","From ₹25,000 a month",,Ghumar Mandi,Ludhiana,Punjab,Need STUDY/TOURIST visa Councellor
Tele Calling Executive,"Ashoknagar, Bengaluru, Karnataka","₹15,000 - ₹20,000 a month",17500.0,Ashoknagar,Bengaluru,Karnataka,Tele Calling Executive
Territory Sales Officer,"Athgaon, Guwahati, Assam","₹15,000 - ₹21,000 a month",18000.0,Athgaon,Guwahati,Assam,Territory Sales Officer
Draughtsman Mechanical,"Talawade, Pune, Maharashtra","₹10,000 - ₹18,000 a month",14000.0,Talawade,Pune,Maharashtra,Draughtsman Mechanical
Business Development Executive,"Vadodara, Gujarat","₹10,000 - ₹36,000 a month",23000.0,,Vadodara,Gujarat,Business Development Executive
Restaurant Staff,"Vizhinjam, Thiruvananthapuram, Kerala","₹15,000 - ₹40,000 a month",27500.0,Vizhinjam,Thiruvananthapuram,Kerala,Restaurant Staff
Aesthetic Surgeon,"Visakhapatnam, Andhra Pradesh","₹45,000 - ₹50,000 a month",47500.0,,Visakhapatnam,Andhra Pradesh,Aesthetic Surgeon
JUNIOR ARCHITECT,"Salt Lake City, West Bengal","₹15,000 - ₹25,000 a month",20000.0,,Salt Lake City,West Bengal,JUNIOR ARCHITECT
Delivery Partner/Delivery Executive,"Kolkata, West Bengal","₹15,000 - ₹35,000 a month",25000.0,,Kolkata,West Bengal,Delivery Partner/Delivery Executive
Interior Designer,"Mumbai, Maharashtra","₹1,80,000 - ₹3,00,000 a year",240000.0,,Mumbai,Maharashtra,Interior Designer
"Inside Sales Account Manager - - Preferred from Hyderabad, TS","Hyderabad, Telangana","₹2,00,000 - ₹3,00,000 a year",250000.0,,Hyderabad,Telangana,"Inside Sales Account Manager - - Preferred from Hyderabad, TS"
Community Associate (Social Worker),"Kochi, Kerala","₹12,000 - ₹25,000 a month",18500.0,,Kochi,Kerala,Community Associate (Social Worker)
Tele Marketing Executive,"Anna Nagar East, Chennai, Tamil Nadu","₹15,000 - ₹20,000 a month",17500.0,Anna Nagar East,Chennai,Tamil Nadu,Tele Marketing Executive
Customer Relationship Executive (for Rajkot candidate only),"Rajkot, Gujarat","₹10,000 - ₹25,000 a month",17500.0,,Rajkot,Gujarat,Customer Relationship Executive (for Rajkot candidate only)
Business Development Officer,"Bengaluru, Karnataka","₹11,025.27 - ₹30,000.00 a month",20512.635,,Bengaluru,Karnataka,Business Development Officer
Delivery Executive/Delivery Partner,"Noida, Uttar Pradesh","₹18,000 - ₹35,000 a month",26500.0,,Noida,Uttar Pradesh,Delivery Executive/Delivery Partner
Staff Nurse (Dermatology; Nungambakkam Chennai),"Nungambakkam, Chennai, Tamil Nadu","₹14,000 - ₹30,000 a month",22000.0,Nungambakkam,Chennai,Tamil Nadu,Staff Nurse (Dermatology; Nungambakkam Chennai)
Junior Landscape Architect,"Bengaluru, Karnataka","From ₹18,000 a month",,,Bengaluru,Karnataka,Junior Landscape Architect
Stock Market Trader,"Gurugram, Haryana","₹50,000 - ₹2,00,000 a year",125000.0,,Gurugram,Haryana,Stock Market Trader
Sales executive-(MBA Freshers),"Kochi, Kerala","₹15,000 - ₹20,000 a month",17500.0,,Kochi,Kerala,Sales executive-(MBA Freshers)
Sales Executive / Sales Manager - Real Estate,"Kochi, Kerala","₹20,000 - ₹30,000 a month",25000.0,,Kochi,Kerala,Sales Executive / Sales Manager - Real Estate
Junior Sales and Marketing Executive (Healthcare),"Pune, Maharashtra","₹15,000 - ₹20,000 a month",17500.0,,Pune,Maharashtra,Junior Sales and Marketing Executive (Healthcare)
Hairdresser,"Rajarajeshwari Nagar, Bengaluru, Karnataka","₹18,000 - ₹22,000 a month",20000.0,Rajarajeshwari Nagar,Bengaluru,Karnataka,Hairdresser
Commis Chef,"Andheri West, Mumbai, Maharashtra","₹9,686.71 - ₹23,431.79 a month",16559.25,Andheri West,Mumbai,Maharashtra,Commis Chef
Inside Sales Executive,"Vastrapur, Ahmedabad, Gujarat","₹15,000 - ₹25,000 a month",20000.0,Vastrapur,Ahmedabad,Gujarat,Inside Sales Executive
Site Engineer,"Nandanam, Chennai, Tamil Nadu","From ₹15,000 a month",,Nandanam,Chennai,Tamil Nadu,Site Engineer
Sales & Marketing Assistant manager,"Surat, Gujarat","₹18,000 - ₹20,000 a month",19000.0,,Surat,Gujarat,Sales & Marketing Assistant manager
Trainee,"Navadwip, West Bengal","₹10,000 - ₹12,000 a month",11000.0,,Navadwip,West Bengal,Trainee
Lead Generation Executive,"Mumbai, Maharashtra","₹10,000 - ₹13,000 a month",11500.0,,Mumbai,Maharashtra,Lead Generation Executive
